,N. parvum,X. sp.,descriptions
PF13477,0,1,Glycosyl transferase 4-like
PF13521,0,1,AAA domain
PF13454,0,3,FAD-NAD(P)-binding
PF08689,0,1,Mediator complex subunit Med5
PF07021,0,4,Methionine biosynthesis protein MetW
PF04104,0,1,"Eukaryotic and archaeal DNA primase, large subunit"
PF15630,0,2,CENP-S protein
PF12224,0,4,Putative amidoligase enzyme
PF00652,0,1,Ricin-type beta-trefoil lectin domain
PF03596,0,1,Cadmium resistance transporter
PF12588,0,2,Phophatidylserine decarboxylase
PF01185,0,1,Fungal hydrophobin
PF11017,0,1,Protein of unknown function (DUF2855)
PF02333,0,1,Phytase
PF02233,0,1,NAD(P) transhydrogenase beta subunit
PF04664,0,1,Opioid growth factor receptor (OGFr) conserved region
PF04305,0,1,Protein of unknown function (DUF455)
PF16487,0,1,Mid domain of argonaute
PF03068,0,1,Protein-arginine deiminase (PAD)
PF03575,0,1,Peptidase family S51
PF08585,0,1,RecQ mediated genome instability protein
PF07156,0,2,Prenylcysteine lyase
PF14388,0,1,Domain of unknown function (DUF4419)
PF12740,0,1,Chlorophyllase enzyme
PF09996,0,1,Uncharacterized protein conserved in bacteria (DUF2237)
PF16483,0,3,"Beta-1,3-glucanase"
PF13517,0,2,FG-GAP-like repeat
PF10295,0,1,Uncharacterised protein (DUF2406)
PF09446,0,1,VMA21-like domain
PF11958,0,1,Domain of unknown function (DUF3472)
PF16871,0,1,Domain of unknown function (DUF5077)
PF08211,0,1,Cytidine and deoxycytidylate deaminase zinc-binding region
PF02597,0,1,ThiS family
PF13292,0,1,1-deoxy-D-xylulose-5-phosphate synthase
PF13376,0,1,"Bacteriocin-protection, YdeI or OmpD-Associated"
PF01011,0,1,PQQ enzyme repeat
PF09341,0,1,Transcription factor Pcc1
PF14671,0,1,"Dual specificity protein phosphatase, N-terminal half"
PF13353,0,1,4Fe-4S single cluster domain
PF08538,0,1,Protein of unknown function (DUF1749)
PF15612,0,2,"WSTF, HB1, Itc1p, MBD9 motif 1"
PF08589,0,1,Autophagy receptor ATG43
PF10288,0,1,Cytoplasmic tRNA 2-thiolation protein 2
PF17390,0,2,Bacterial alpha-L-rhamnosidase C-terminal domain
PF18806,0,1,Importin 13 repeat
PF02861,0,1,"Clp amino terminal domain, pathogenicity island component"
PF12829,0,1,Transcriptional regulation of mitochondrial recombination
PF07779,0,1,10 TM Acyl Transferase domain found in Cas1p
PF05388,0,1,Carboxypeptidase Y pro-peptide
PF09377,0,1,"SBDS protein, domain II"
PF20268,0,1,"SBDS protein, C-terminal domain"
PF04161,0,1,Arv1-like family
PF03348,0,1,Serine incorporator (Serinc)
PF07171,0,1,MlrC C-terminus
PF07364,0,1,Metallopeptidase family M81
PF06963,0,1,Ferroportin1 (FPN1)
PF14629,0,1,Origin recognition complex (ORC) subunit 4 C-terminus
PF09962,0,1,Uncharacterized conserved protein (DUF2196)
PF13380,0,1,CoA binding domain
PF06172,0,2,Cupin superfamily (DUF985)
PF09812,0,1,Mitochondrial ribosomal protein L28
PF12511,0,3,Protein of unknown function (DUF3716)
PF10293,0,1,Domain of unknown function (DUF2405)
PF10305,0,1,RNA pol II promoter Fmp27 protein domain
PF10344,0,1,Mitochondrial protein from FMP27
PF10347,0,1,RNA pol II promoter Fmp27 protein domain
PF10351,0,1,Golgi-body localisation protein domain
PF10359,0,1,RNA pol II promoter Fmp27 protein domain
PF13527,0,1,Acetyltransferase (GNAT) domain
PF08557,0,1,Sphingolipid Delta4-desaturase (DES)
PF03795,0,1,YCII-related domain
PF13095,0,5,Kinetochore Sim4 complex subunit FTA2
PF01885,0,2,"RNA 2'-phosphotransferase, Tpt1 / KptA family"
PF04057,0,1,"Replication factor-A protein 1, N-terminal domain"
PF16900,0,1,Replication protein A OB domain
PF09333,0,1,Autophagy-related protein C terminal domain
PF12624,0,2,N-terminal region of Chorein or VPS13
PF13329,0,1,Autophagy-related protein 2 CAD motif
PF17233,0,1,Family of unknown function (DUF5308)
PF00215,0,1,Orotidine 5'-phosphate decarboxylase / HUMPS family
PF01255,0,2,Putative undecaprenyl diphosphate synthase
PF10343,0,1,"Potential Queuosine, Q, salvage protein family"
PF13094,0,1,"CENP-Q, a CENPA-CAD centromere complex subunit"
PF02958,0,2,Ecdysteroid kinase-like family
PF10214,0,1,RNA polymerase I-specific transcription-initiation factor
PF03297,0,1,S25 ribosomal protein
PF09415,0,1,CENP-S associating Centromere protein X
PF00177,0,1,Ribosomal protein S7p/S5e
PF03256,0,1,"Anaphase-promoting complex, subunit 10 (APC10)"
PF11718,0,1,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
PF08660,0,1,Oligosaccharide biosynthesis protein Alg14 like
PF15519,0,1,linker between RRM2 and RRM3 domains in RBM39 protein
PF10302,0,1,"DSC E3 ubiquitin ligase complex subunit 3, ubiquitin-like domain"
PF13373,0,1,"DSC E3 ubiquitin ligase complex subunit 3, C-terminal domain"
PF08560,0,1,Protein of unknown function (DUF1757)
PF09420,0,1,Ribosome biogenesis protein Nop16
PF03358,0,2,NADPH-dependent FMN reductase
PF00647,0,1,"Elongation factor 1 gamma, conserved domain"
PF12471,0,1,GTP cyclohydrolase N terminal
PF03364,0,1,Polyketide cyclase / dehydrase and lipid transport
PF15477,0,1,Small acidic protein family
PF06624,0,1,Ribosome associated membrane protein RAMP4
PF13098,0,2,Thioredoxin-like domain
PF14856,0,2,Pathogen effector; putative necrosis-inducing factor
PF17863,0,1,AAA lid domain
PF13127,0,1,Protein of unknown function (DUF3955)
PF01126,0,1,Heme oxygenase
PF02187,0,1,Growth-Arrest-Specific Protein 2 Domain
PF13672,0,2,Protein phosphatase 2C
PF02152,0,2,Dihydroneopterin aldolase
PF12627,0,2,Probable RNA and SrmB- binding site of polymerase A
PF03856,0,3,Beta-glucosidase (SUN family)
PF16782,0,2,Nucleotide exchange factor SIL1
PF16697,0,2,"Inner membrane component of T3SS, cytoplasmic domain"
PF10173,0,1,Mitochondrial K+-H+ exchange-related
PF20470,0,1,Helix-turn-helix domain
PF02254,0,1,TrkA-N domain
PF16864,0,2,Dimerisation domain
PF13740,0,1,ACT domain
PF10444,0,1,Nbl1 / Borealin N terminal
PF00262,0,1,Calreticulin family
PF00077,0,1,Retroviral aspartyl protease
PF05148,0,1,Hypothetical methyltransferase
PF13541,0,1,Subunit ChlI of Mg-chelatase
PF04261,0,2,Dyp-type peroxidase family
PF18196,0,1,Chromodomain helicase DNA-binding domain 1
PF17907,0,2,AWS domain
PF17615,0,2,Family of unknown function
PF05186,0,1,Dpy-30 motif
PF05207,0,1,CSL zinc finger
PF09072,0,1,Translation machinery associated TMA7
PF07052,0,1,Hepatocellular carcinoma-associated antigen 59
PF18444,0,1,RNA recognition motif
PF14099,0,2,Polysaccharide lyase
PF10727,0,1,Rossmann-like domain
PF20168,0,1,Sister chromatid cohesion protein PDS5 protein
PF02057,0,1,Glycosyl hydrolase family 59
PF17189,0,1,Glycosyl hydrolase family 30 beta sandwich domain
PF08146,0,1,BP28CT (NUC211) domain
PF12397,0,1,U3 small nucleolar RNA-associated protein 10
PF18378,0,1,Nuclear pore protein NUP188 C-terminal domain
PF00218,0,1,Indole-3-glycerol phosphate synthase
PF00697,0,1,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF03980,0,1,Nnf1
PF02840,0,1,Prp18 domain
PF06487,0,1,Sin3 associated polypeptide p18 (SAP18)
PF07335,0,1,Fungal chitosanase of glycosyl hydrolase group 75
PF04129,0,1,Vps52 / Sac2 family
PF07904,0,1,Chromatin modification-related protein EAF7
PF09329,0,1,Primase zinc finger
PF09468,0,1,Ydr279p protein family (RNase H2 complex component) wHTH domain
PF17745,0,1,Ydr279p protein triple barrel domain
PF03133,0,1,Tubulin-tyrosine ligase family
PF07535,0,1,DBF zinc finger
PF02016,0,1,LD-carboxypeptidase N-terminal domain
PF17676,0,1,LD-carboxypeptidase C-terminal domain
PF00195,0,2,"Chalcone and stilbene synthases, N-terminal domain"
PF02797,0,2,"Chalcone and stilbene synthases, C-terminal domain"
PF03099,0,1,Biotin/lipoate A/B protein ligase family
PF09825,0,1,"Biotin-protein ligase, N terminal"
PF17172,0,1,Glutathione S-transferase N-terminal domain
PF11919,0,1,Domain of unknown function (DUF3437)
PF16507,0,1,"Proteasome-substrate-size regulator, mid region"
PF16547,0,1,"Proteasome-substrate-size regulator, N-terminal"
PF01447,0,1,"Thermolysin metallopeptidase, catalytic domain"
PF02868,0,1,"Thermolysin metallopeptidase, alpha-helical domain"
PF16485,0,1,Protealysin propeptide
PF02929,0,2,Beta galactosidase small chain
PF16353,0,2,"Beta-galactosidase, domain 4"
PF08327,0,1,Activator of Hsp90 ATPase homolog 1-like protein
PF09229,0,1,"Activator of Hsp90 ATPase, N-terminal"
PF19527,0,1,Family of unknown function (DUF6055)
PF20219,0,1,Family of unknown function (DUF6579)
PF05704,0,5,Capsular polysaccharide synthesis protein
PF04163,0,1,Tht1-like nuclear fusion protein
PF02417,0,1,Chromate transporter
PF07919,0,1,"Gryzun, putative trafficking through Golgi"
PF07576,0,1,BRCA1-associated protein 2
PF12698,0,2,ABC-2 family transporter protein
PF09747,0,1,"Coiled-coil domain containing protein 97-like, C-terminal"
PF09496,0,1,Cenp-O kinetochore centromere component
PF09471,0,1,IgA Peptidase M64
PF04428,0,1,Choline kinase N terminus
PF08502,0,1,LeuA allosteric (dimerisation) domain
PF07757,0,1,Predicted AdoMet-dependent methyltransferase
PF05336,0,1,L-rhamnose mutarotase
PF03987,0,1,"Autophagocytosis associated protein, active-site domain"
PF09807,0,1,Elongation complex protein 6
PF04086,0,1,"Signal recognition particle, alpha subunit, N-terminal"
PF18388,0,1,Atg29 N-terminal domain
PF00314,0,1,Thaumatin family
PF08591,0,1,Ribonucleotide reductase inhibitor
PF08964,0,1,Beta/Gamma crystallin
PF14564,0,1,Membrane binding
PF01375,0,1,Heat-labile enterotoxin alpha chain
PF16355,0,2,Domain of unknown function (DUF4982)
PF18565,0,2,Glycoside hydrolase family 2 C-terminal domain 5
PF14273,0,2,Domain of unknown function (DUF4360)
PF00316,0,2,"Fructose-1-6-bisphosphatase, N-terminal domain"
PF18913,0,2,"Fructose-1-6-bisphosphatase, C-terminal domain"
PF02137,0,1,Adenosine-deaminase (editase) domain
PF20345,0,1,Family of unknown function (DUF6640)
PF18826,0,1,Bacteroidetes VLRF1 release factor
PF18265,0,1,Nas2 N_terminal domain
PF10250,0,1,GDP-fucose protein O-fucosyltransferase
PF07720,0,1,Tetratricopeptide repeat
PF16655,0,1,"PhoD-like phosphatase, N-terminal domain"
PF04777,0,2,Erv1 / Alr family
PF07000,0,1,Protein of unknown function (DUF1308)
PF14853,0,1,Fis1 C-terminal tetratricopeptide repeat
PF08286,0,1,Spc24 subunit of Ndc80
PF20174,0,1,Family of unknown function (DUF6540)
PF06766,0,1,Fungal hydrophobin
PF03664,0,1,Glycosyl hydrolase family 62
PF01637,0,1,ATPase domain predominantly from Archaea
PF05050,0,2,Methyltransferase FkbM domain
PF04172,0,2,LrgB-like family
PF05028,0,1,Poly (ADP-ribose) glycohydrolase (PARG)
PF02128,0,1,Fungalysin metallopeptidase (M36)
PF07504,0,1,Fungalysin/Thermolysin Propeptide Motif
PF02901,0,1,Pyruvate formate lyase-like
PF05960,0,1,Bacterial protein of unknown function (DUF885)
PF02244,0,1,Carboxypeptidase activation peptide
PF18142,0,1,SMODS and SLOG-associating 2TM effector domain
PF17106,0,2,Sigma domain on NACHT-NTPases
PF04275,0,1,Phosphomevalonate kinase
PF03462,0,1,PCRF domain
PF10644,0,2,Misato Segment II tubulin-like domain
PF01113,0,1,"Dihydrodipicolinate reductase, N-terminus"
PF10346,0,2,Conidiation protein 6
PF10639,0,1,Putative transmembrane family 234
PF17135,0,1,Ribosomal protein 60S L18 and 50S L18e
PF02586,0,1,SOS response associated peptidase (SRAP)
PF04061,0,1,ORMDL family
PF17050,0,1,Altered inheritance of mitochondria 5
PF14773,0,1,"Helicase-associated putative binding domain, C-terminal"
PF02525,0,1,Flavodoxin-like fold
PF13865,0,1,C-terminal duplication domain of Friend of PRMT1
PF19445,0,1,C-terminal region of eIF3h
PF05631,0,2,"Sugar-tranasporters, 12 TM"
PF08243,0,1,SPT2 chromatin protein
PF02877,0,1,"Poly(ADP-ribose) polymerase, regulatory domain"
PF05406,0,1,WGR domain
PF04724,0,1,Glycosyltransferase family 17
PF16922,0,1,DNA replication complex GINS protein SLD5 C-terminus
PF01470,0,1,Pyroglutamyl peptidase
PF12901,0,1,SUZ-C motif
PF01035,0,1,"6-O-methylguanine DNA methyltransferase, DNA binding domain"
PF08656,0,1,DASH complex subunit Dad3
PF05592,0,1,Bacterial alpha-L-rhamnosidase concanavalin-like domain
PF08531,0,1,Alpha-L-rhamnosidase N-terminal domain
PF03318,0,1,Clostridium epsilon toxin ETX/Bacillus mosquitocidal toxin MTX2
PF08244,0,1,Glycosyl hydrolases family 32 C terminal
PF14498,0,1,"Glycosyl hydrolase family 65, N-terminal domain"
PF17674,0,1,HHH domain
PF09384,0,1,UTP15 C terminal
PF17874,0,1,MalT-like TPR region
PF16842,0,1,Occluded RNA-recognition motif
PF00237,0,2,Ribosomal protein L22p/L17e
PF03101,0,1,FAR1 DNA-binding domain
PF10406,0,1,Transcription factor TFIID complex subunit 8 C-term
PF05743,0,1,UEV domain
PF09454,0,1,Vps23 core domain
PF18785,0,2,Invertebrate-AID/APOBEC-deaminase
PF19287,0,1,Family of unknown function (DUF5910)
PF11578,0,2,Protein of unknown function (DUF3237)
PF02936,0,1,Cytochrome c oxidase subunit IV
PF09757,0,1,Arb2 domain
PF08567,0,1,"TFIIH p62 subunit, N-terminal domain"
PF10495,0,1,Pericentrin-AKAP-450 domain of centrosomal targeting protein
PF04991,0,1,LicD family
PF13136,0,1,Protein of unknown function (DUF3984)
PF12898,0,1,Stc1 domain
PF04438,0,2,HIT zinc finger
PF07367,0,2,Fungal fruit body lectin
PF00337,0,1,Galactoside-binding lectin
PF06283,0,1,Trehalose utilisation
PF03932,0,1,CutC family
PF13173,0,1,AAA domain
PF08236,0,1,SRI (Set2 Rpb1 interacting) domain
PF10354,0,1,rRNA (uridine-N3-)-methyltransferase BTM5-like
PF08568,0,1,"Uncharacterised protein family, YAP/Alf4/glomulin"
PF00926,0,1,"3,4-dihydroxy-2-butanone 4-phosphate synthase"
PF02983,0,1,Alpha-lytic protease prodomain
PF17652,0,1,Glycosyl hydrolase family 81 C-terminal domain
PF00484,0,1,Carbonic anhydrase
PF02423,0,1,Ornithine cyclodeaminase/mu-crystallin family
PF06718,0,1,Protein of unknown function (DUF1203)
PF20493,0,1,Fungal WD-like
PF04678,0,1,Mitochondrial calcium uniporter
PF00959,0,1,Phage lysozyme
PF18469,0,1,Pleckstrin homology domain
PF17875,0,1,RPA43 OB domain in RNA Pol I
PF05676,0,1,NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)
PF00925,0,1,GTP cyclohydrolase II
PF01177,0,2,Asp/Glu/Hydantoin racemase
PF04383,0,2,KilA-N domain
PF13535,0,2,ATP-grasp domain
PF18130,0,2,ATP-grasp N-terminal domain
PF07995,0,1,Glucose / Sorbosone dehydrogenase
PF06165,0,1,Glycosyltransferase family 36
PF17167,0,1,"Glycosyl hydrolase 36 superfamily, catalytic domain"
PF11380,0,1,"Stealth protein CR2, conserved region 2"
PF17101,0,1,"Stealth protein CR1, conserved region 1"
PF01869,0,1,BadF/BadG/BcrA/BcrD ATPase family
PF01558,0,1,Pyruvate ferredoxin/flavodoxin oxidoreductase
PF17147,0,1,Pyruvate:ferredoxin oxidoreductase core domain II
PF10183,0,1,ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)
PF06775,0,1,Putative adipose-regulatory protein (Seipin)
PF10604,0,1,Polyketide cyclase / dehydrase and lipid transport
PF17034,0,1,Zinc-ribbon like family
PF17120,0,1,RING/Ubox like zinc-binding domain
PF00186,0,1,Dihydrofolate reductase
PF09804,0,1,DENN domain-containing protein 11
PF14831,0,1,Domain of unknown function (DUF4484)
PF05536,0,1,Neurochondrin
PF00476,0,1,DNA polymerase family A
PF18136,0,1,DNA mitochondrial polymerase exonuclease domain
PF09174,0,1,Maf1 regulator
PF11785,0,1,Aft1 osmotic stress response (OSM) domain
PF11787,0,1,Aft1 HRR domain
PF08202,0,1,Mis12-Mtw1 protein family
PF08032,0,1,RNA 2'-O ribose methyltransferase substrate binding
PF15446,0,1,PHD/FYVE-zinc-finger like domain
PF04622,0,1,ERG2 and Sigma1 receptor like protein
PF16886,0,1,ATPsynthase alpha/beta subunit N-term extension
PF05270,0,2,Alpha-L-arabinofuranosidase B (ABFB) domain
PF09206,0,2,"Alpha-L-arabinofuranosidase B, catalytic"
PF03820,0,1,Sideroflexins
PF08541,0,1,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
PF00413,0,2,Matrixin
PF13559,0,1,Domain of unknown function (DUF4129)
PF03648,0,1,Glycosyl hydrolase family 67 N-terminus
PF07477,0,1,Glycosyl hydrolase family 67 C-terminus
PF07488,0,1,Glycosyl hydrolase family 67 middle domain
PF03537,0,1,Glycoside-hydrolase family GH114
PF12832,0,1,MFS_1 like family
PF04884,0,1,Vitamin B6 photo-protection and homoeostasis
PF07063,0,1,Domain of unknown function (DUF1338)
PF11991,0,3,Tryptophan dimethylallyltransferase
PF19036,0,1,"First Longin domain of FUZ, MON1 and HPS1"
PF19037,0,1,"Second Longin domain of FUZ, MON1 and HPS1"
PF19038,0,1,"Third Longin domain of FUZ, MON1 and HPS1"
PF13531,0,1,Bacterial extracellular solute-binding protein
PF04499,0,1,SIT4 phosphatase-associated protein
PF07842,0,1,GC-rich sequence DNA-binding factor-like protein
PF12457,0,1,Tuftelin interacting protein N terminal
PF06650,0,1,SHR-binding domain of vacuolar-sorting associated protein 13
PF16908,0,1,"Vacuolar sorting-associated protein 13, N-terminal"
PF16909,0,1,Vacuolar-sorting-associated 13 protein C-terminal
PF16910,0,1,Repeating coiled region of VPS13
PF11911,0,1,Protein of unknown function (DUF3429)
PF00042,0,1,Globin
PF08438,0,1,GTPase of unknown function C-terminal
PF19535,0,1,Family of unknown function (DUF6060)
PF07544,0,1,RNA polymerase II transcription mediator complex subunit 9
PF04194,0,1,"Programmed cell death protein 2, C-terminal putative domain"
PF14658,0,1,EF-hand domain
PF01269,0,1,Fibrillarin
PF00580,0,1,UvrD/REP helicase N-terminal domain
PF09427,0,1,Domain of unknown function (DUF2014)
PF04615,0,1,Utp14 protein
PF09809,0,1,Mitochondrial ribosomal protein L27
PF04324,0,1,BFD-like [2Fe-2S] binding domain
PF16350,0,1,FAD dependent oxidoreductase central domain
PF01930,0,1,Domain of unknown function DUF83
PF00658,0,1,"Poly-adenylate binding protein, unique domain"
PF03951,0,1,"Glutamine synthetase, beta-Grasp domain"
PF10744,0,1,Mediator of RNA polymerase II transcription subunit 1
PF08172,0,1,CASP C terminal
PF00917,0,1,MATH domain
PF06155,0,1,"Gamma-butyrobetaine hydroxylase-like, N-terminal"
PF07722,0,1,Peptidase C26
PF08648,0,1,U4/U6.U5 small nuclear ribonucleoproteins
PF10483,0,1,Elongator subunit Iki1
PF10502,0,1,"Signal peptidase, peptidase S26"
PF13886,0,1,Domain of unknown function (DUF4203)
PF00832,0,1,Ribosomal L39 protein
PF14008,0,1,Iron/zinc purple acid phosphatase-like protein C
PF02112,0,1,cAMP phosphodiesterases class-II
PF13691,0,1,tRNase Z endonuclease
PF05621,0,1,Bacterial TniB protein
PF07286,0,1,D-glutamate cyclase
PF07950,0,1,"MDM10-complementing protein 1, transmembrane domain"
PF01741,0,1,"Large-conductance mechanosensitive channel, MscL"
PF08639,0,1,DNA replication regulator SLD3
PF13878,0,1,zinc-finger of acetyl-transferase ESCO
PF02317,0,1,"NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain"
PF12900,0,1,Pyridoxamine 5'-phosphate oxidase
PF06333,0,1,Mediator complex subunit 13 C-terminal domain
PF08297,0,1,U3 snoRNA associated
PF04926,0,1,Poly(A) polymerase predicted RNA binding domain
PF01187,0,1,Macrophage migration inhibitory factor (MIF)
PF00838,0,1,Translationally controlled tumour protein
PF05859,0,1,Mis12 protein
PF08424,0,1,"NRDE-2, necessary for RNA interference"
PF03801,0,1,HEC/Ndc80p family
PF05871,0,1,ESCRT-II complex subunit
PF05460,0,1,Origin recognition complex subunit 6 (ORC6)
PF07938,0,1,Fungal fucose-specific lectin
PF06968,0,1,Biotin and Thiamin Synthesis associated domain
PF05625,0,1,PAXNEB protein
PF01731,0,1,Arylesterase
PF01775,0,1,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A
PF13462,0,1,Thioredoxin
PF06229,0,1,FRG1-like domain
PF05127,0,1,Helicase
PF08351,0,1,"tRNA(Met) cytidine acetyltransferase TmcA, N-terminal"
PF13718,0,1,GNAT acetyltransferase 2
PF13725,0,1,Possible tRNA binding domain
PF04418,0,1,Domain of unknown function (DUF543)
PF10441,0,1,Urb2/Npa2 family
PF01215,0,1,Cytochrome c oxidase subunit Vb
PF12974,0,1,"ABC transporter, phosphonate, periplasmic substrate-binding protein"
PF11034,0,1,Glucose-repressible protein Grg1
PF09802,0,1,Preprotein translocase subunit Sec66
PF10297,0,1,Minimal binding motif of Hap4 for binding to Hap2/3/5
PF14737,0,1,Domain of unknown function (DUF4470)
PF08738,0,1,Gon7 family
PF14587,0,1,O-Glycosyl hydrolase family 30
PF09044,0,1,Kp4
PF08555,0,1,FAM32A
PF20263,0,1,LYR motif-containing protein 2-like
PF12776,0,1,Myb/SANT-like DNA-binding domain
PF01868,0,1,"Ribonuclease P/MRP, subunit p29"
PF14880,0,1,Cytochrome oxidase c assembly
PF18600,0,1,MCSS domain
PF18601,0,1,EZH2 N-terminal domain
PF09631,0,1,Sen15 protein
PF02816,0,1,Alpha-kinase family
PF10445,0,1,Protein of unknown function (DUF2456)
PF18922,0,1,Protein of unknown function (DUF5672)
PF14881,0,1,Tubulin domain
PF12739,0,1,ER-Golgi trafficking TRAPP I complex 85 kDa subunit
PF01183,0,1,Glycosyl hydrolases family 25
